"","id","off_ball","on_ball","diff","Name","Team"
"56",2405,39.2273835197776,57.7210006997124,-18.4936171799348,"Amar'e Stoudemire","Miami Heat"
"57",1626163,128.293529460307,232.406726620824,-104.113197160517,"Frank Kaminsky","Charlotte Hornets"
"58",202391,100.239747624694,267.972325482071,-167.732577857377,"Jeremy Lin","Charlotte Hornets"
"59",203584,104.006880352355,260.754955232309,-156.748074879954,"Troy Daniels","Charlotte Hornets"
"60",101123,104.399849543881,67.8133039988207,36.5865455450604,"Gerald Green","Miami Heat"
"61",2617,83.157675057733,122.9310448508,-39.773369793067,"Udonis Haslem","Miami Heat"
"62",201177,35.7203901998045,236.839551653871,-201.119161454067,"Josh McRoberts","Miami Heat"
"63",2748,94.4378975049075,88.613523045375,5.82437445953248,"Dorell Wright","Miami Heat"
"64",203087,95.3123742820779,255.489478441904,-160.177104159826,"Jeremy Lamb","Charlotte Hornets"
"65",203268,124.284781390875,490.423373518589,-366.138592127713,"Jorge Gutierrez","Charlotte Hornets"
"66",201946,101.32404263282,272.046242596458,-170.722199963638,"Tyler Hansbrough","Charlotte Hornets"
"67",201150,83.0613363151032,90.4282358995787,-7.36689958447545,"Spencer Hawes","Charlotte Hornets"
"68",1627362,84.2145522412156,27.8377885591463,56.3767636820693,"Briante Weber","Miami Heat"
"69",2564,90.0466324037399,168.96071185942,-78.9140794556799,"Boris Diaw","San Antonio Spurs"
"70",201980,87.3671346943729,182.766325357339,-95.3991906629658,"Danny Green","San Antonio Spurs"
"71",201988,88.7706616676876,230.261057187918,-141.49039552023,"Patty Mills","San Antonio Spurs"
"72",1938,101.200778076223,112.943357152546,-11.7425790763231,"Manu Ginobili","San Antonio Spurs"
"73",2561,61.3172087874066,151.196418905357,-89.8792101179501,"David West","San Antonio Spurs"
"74",1626185,55.0215497713072,142.742007069396,-87.720457298089,"Jarell Martin","Memphis Grizzlies"
"75",203210,72.0284513926264,108.910183275192,-36.881731882566,"JaMychal Green","Memphis Grizzlies"
"76",202362,83.3896261676645,162.945217289495,-79.5555911218302,"Lance Stephenson","Memphis Grizzlies"
"77",2754,98.8853506098668,171.643651363486,-72.7583007536188,"Tony Allen","Memphis Grizzlies"
"78",204098,84.0300175152384,130.795340019383,-46.7653225041445,"Xavier Munford","Memphis Grizzlies"
"79",1713,125.520638814782,125.54263614778,-0.0219973329979979,"Vince Carter","Memphis Grizzlies"
"80",202695,105.348303303214,103.019801777304,2.32850152591011,"Kawhi Leonard","San Antonio Spurs"
"81",200746,64.9100362870317,152.888704848698,-87.9786685616664,"LaMarcus Aldridge","San Antonio Spurs"
"82",2225,100.967789827152,316.974693535152,-216.006903708,"Tony Parker","San Antonio Spurs"
"83",2216,69.0775759221947,184.032995755559,-114.955419833365,"Zach Randolph","Memphis Grizzlies"
"84",1495,74.8605661021559,150.291371201025,-75.4308050988688,"Tim Duncan","San Antonio Spurs"
"85",2440,106.49617340549,83.6453107771842,22.8508626283062,"Matt Barnes","Memphis Grizzlies"
"86",2365,55.035622872599,293.551345061042,-238.515722188443,"Chris Andersen","Memphis Grizzlies"
"87",203798,102.421892187697,95.4232657882789,6.99862639941846,"PJ Hairston","Memphis Grizzlies"
"88",2755,110.717139818115,129.392928769605,-18.67578895149,"Kevin Martin","San Antonio Spurs"
"89",203937,121.853664718201,142.584814099447,-20.7311493812456,"Kyle Anderson","San Antonio Spurs"
"90",1626246,80.1939386500929,164.06414256861,-83.8702039185174,"Boban Marjanovic","San Antonio Spurs"
"91",200770,88.9931149860535,255.305601151344,-166.31248616529,"Jordan Farmar","Memphis Grizzlies"
"92",203613,117.633553645645,324.086598861084,-206.453045215439,"Jonathon Simmons","San Antonio Spurs"
"93",203084,84.2121806683194,175.589461743265,-91.3772810749452,"Harrison Barnes","Golden State Warriors"
"94",202691,94.7090278155756,193.023322161317,-98.3142943457416,"Klay Thompson","Golden State Warriors"
"95",101106,57.447181361286,122.859475314397,-65.4122939531114,"Andrew Bogut","Golden State Warriors"
"96",2733,120.130801574868,436.25145041963,-316.120648844763,"Shaun Livingston","Golden State Warriors"
"97",203110,88.321858129849,141.859152912194,-53.5372947823454,"Draymond Green","Golden State Warriors"
"98",201976,85.2285342984298,185.409653585709,-100.181119287279,"Patrick Beverley","Houston Rockets"
"99",202700,66.6550125166928,131.477313723154,-64.8223012064613,"Donatas Motiejunas","Houston Rockets"
"100",2730,90.336797803372,152.783416472528,-62.4466186691561,"Dwight Howard","Houston Rockets"
"101",2772,58.5341560961979,179.993143642793,-121.458987546595,"Trevor Ariza","Houston Rockets"
"102",201935,80.1094145184187,147.557774330079,-67.4483598116604,"James Harden","Houston Rockets"
"103",2746,91.0571178081795,281.188257285086,-190.131139476906,"Josh Smith","Houston Rockets"
"104",2738,82.3098161889051,292.022148451062,-209.712332262157,"Andre Iguodala","Golden State Warriors"
"105",2571,147.10294716285,457.120645689899,-310.017698527049,"Leandro Barbosa","Golden State Warriors"
"106",1891,79.7534703553051,175.87903701653,-96.1255666612248,"Jason Terry","Houston Rockets"
"107",203991,62.1481566872051,113.29214673843,-51.1439900512253,"Clint Capela","Houston Rockets"
"108",203105,92.8925819009376,114.041823078136,-21.149241177198,"Festus Ezeli","Golden State Warriors"
"109",201575,79.7305898721994,110.503405185394,-30.7728153131946,"Brandon Rush","Golden State Warriors"
"110",201147,94.9661001304211,176.329893303837,-81.3637931734163,"Corey Brewer","Houston Rockets"
"111",201563,75.161252213888,117.617860588145,-42.4566083742573,"Michael Beasley","Houston Rockets"
"112",201578,48.7223470970317,129.197469510452,-80.4751224134205,"Marreese Speights","Golden State Warriors"
"113",203546,102.220784493184,523.4665864126,-421.245801919416,"Ian Clark","Golden State Warriors"
"114",203909,147.309601771794,163.883533006379,-16.5739312345851,"KJ McDaniels","Houston Rockets"
"115",101114,105.822492876998,217.093805464665,-111.271312587667,"Deron Williams","Dallas Mavericks"
"116",101109,110.184992849883,244.004417846845,-133.819424996963,"Raymond Felton","Dallas Mavericks"
"117",202083,93.0258377681883,113.016966224679,-19.9911284564907,"Wesley Matthews","Dallas Mavericks"
"118",2585,83.7538952646867,242.443276908608,-158.689381643921,"Zaza Pachulia","Dallas Mavericks"
"119",1717,118.680549359431,131.838299035043,-13.1577496756119,"Dirk Nowitzki","Dallas Mavericks"
"120",201586,67.9678783837476,135.675294174092,-67.7074157903448,"Serge Ibaka","Oklahoma City Thunder"
"121",203460,106.05326383626,273.756969911106,-167.703706074846,"Andre Roberson","Oklahoma City Thunder"
"122",201142,91.308643891863,114.753654224579,-23.4450103327163,"Kevin Durant","Oklahoma City Thunder"
"123",203500,50.6740589399497,177.309578253539,-126.635519313589,"Steven Adams","Oklahoma City Thunder"
"124",201566,114.020839794213,355.8482876376,-241.827447843386,"Russell Westbrook","Oklahoma City Thunder"
"125",203939,108.276153411898,98.7626821503834,9.51347126151457,"Dwight Powell","Dallas Mavericks"
"126",203079,112.947371154442,398.691499024154,-285.744127869712,"Dion Waiters","Oklahoma City Thunder"
"127",202713,64.4502713392845,202.752714346388,-138.302443007103,"Kyle Singler","Oklahoma City Thunder"
"128",2734,129.987856117268,119.96002273141,10.0278333858582,"Devin Harris","Dallas Mavericks"
"129",1626147,96.2990674305283,105.253701406531,-8.95463397600285,"Justin Anderson","Dallas Mavericks"
"130",2555,39.5412157807664,112.774622991077,-73.2334072103104,"Nick Collison","Oklahoma City Thunder"
"131",202683,44.3168380569865,121.115923095367,-76.7990850383802,"Enes Kanter","Oklahoma City Thunder"
"132",1626257,59.4617053257547,228.416689387462,-168.954984061708,"Salah Mejri","Dallas Mavericks"
"133",200751,89.6662651031673,171.596264834268,-81.929999731101,"Randy Foye","Oklahoma City Thunder"
"134",201627,92.1364986240454,121.077794062277,-28.9412954382313,"Anthony Morrow","Oklahoma City Thunder"
"135",101145,111.746990938979,73.648844248578,38.0981466904008,"Monta Ellis","Indiana Pacers"
"136",101133,72.6561964064849,150.865184110515,-78.2089877040297,"Ian Mahinmi","Indiana Pacers"
"137",202331,115.891397433755,67.3813309070702,48.510066526685,"Paul George","Indiana Pacers"
"138",201588,100.992956579323,263.386829268125,-162.393872688802,"George Hill","Indiana Pacers"
"139",202730,108.186863923349,181.209495394197,-73.0226314708482,"Lavoy Allen","Indiana Pacers"
"140",2449,70.8128311876501,93.2051107479215,-22.3922795602714,"Luis Scola","Toronto Raptors"
"141",201942,110.864861625606,185.450403259061,-74.5855416334546,"DeMar DeRozan","Toronto Raptors"
"142",202685,96.5738637691084,187.151137908199,-90.5772741390907,"Jonas Valanciunas","Toronto Raptors"
"143",201960,83.9068704228983,290.86659696017,-206.959726537272,"DeMarre Carroll","Toronto Raptors"
"144",200768,94.1318621721919,267.014420534428,-172.882558362236,"Kyle Lowry","Toronto Raptors"
"145",1626181,54.3909166324345,192.080488828139,-137.689572195704,"Norman Powell","Toronto Raptors"
"146",203524,116.3817521095,162.138817425215,-45.7570653157152,"Solomon Hill","Indiana Pacers"
"147",202335,74.2365419475063,207.33604636478,-133.099504417274,"Patrick Patterson","Toronto Raptors"
"148",201155,111.173575870932,86.1706794559023,25.0028964150295,"Rodney Stuckey","Indiana Pacers"
"149",1626167,115.213371957796,179.520299138843,-64.3069271810468,"Myles Turner","Indiana Pacers"
"150",201951,73.49609775058,169.762878524044,-96.2667807734639,"Ty Lawson","Indiana Pacers"
"151",101139,104.593212877222,125.255901650172,-20.6626887729498,"CJ Miles","Indiana Pacers"
"152",202687,46.5749074207395,106.335972016998,-59.7610645962588,"Bismack Biyombo","Toronto Raptors"
"153",202709,95.9781101025907,238.659218135839,-142.681108033249,"Cory Joseph","Toronto Raptors"
"154",203082,96.2783853037557,87.0186705165432,9.2597147872125,"Terrence Ross","Toronto Raptors"
"155",1626202,124.885435897175,76.831044774656,48.0543911225185,"Joe Young","Indiana Pacers"
"156",201941,47.4546294559934,47.2514500850138,0.203179370979605,"Jordan Hill","Indiana Pacers"
"157",203922,68.8551449609347,60.9394048067391,7.91574015419557,"Glenn Robinson III","Indiana Pacers"
"158",201574,45.0567950983833,17.24356311915,27.8132319792333,"Jason Thompson","Toronto Raptors"
"159",1626153,131.373283422494,608.163807172671,-476.790523750177,"Delon Wright","Toronto Raptors"
"160",203935,73.4897237208877,185.130587919163,-111.640864198275,"Marcus Smart","Boston Celtics"
"161",203109,94.8748109917157,147.769126624332,-52.8943156326161,"Jae Crowder","Boston Celtics"
"162",101161,121.804556812501,269.178629555185,-147.374072742684,"Amir Johnson","Boston Celtics"
"163",202738,137.632387252298,190.393838106095,-52.7614508537978,"Isaiah Thomas","Boston Celtics"
"164",203096,102.309385008405,189.840026855966,-87.5306418475611,"Jared Sullinger","Boston Celtics"
"165",200794,82.4329313398205,156.98238729556,-74.5494559557396,"Paul Millsap","Atlanta Hawks"
"166",201143,91.2200909841391,186.863670786617,-95.6435798024783,"Al Horford","Atlanta Hawks"
"167",2594,126.530879840009,176.204220726777,-49.6733408867683,"Kyle Korver","Atlanta Hawks"
"168",203145,150.510047204982,135.962190988085,14.5478562168976,"Kent Bazemore","Atlanta Hawks"
"169",201952,126.737556488456,370.707317701408,-243.969761212953,"Jeff Teague","Atlanta Hawks"
"170",1626154,86.5938711789707,33.1141898453684,53.4796813336023,"RJ Hunter","Boston Celtics"
"171",202323,102.668543424662,68.9890484115859,33.6794950130757,"Evan Turner","Boston Celtics"
"172",203092,182.294046633122,250.474039199041,-68.1799925659193,"Tyler Zeller","Boston Celtics"
"173",203488,71.3554687388507,113.520036874801,-42.1645681359499,"Mike Muscala","Atlanta Hawks"
"174",1626179,79.705554059356,122.668895484141,-42.9633414247854,"Terry Rozier","Boston Celtics"
"175",200757,130.530799646899,80.2293020961669,50.301497550732,"Thabo Sefolosha","Atlanta Hawks"
"176",203471,71.8583044564433,184.570647237588,-112.712342781145,"Dennis Schroder","Atlanta Hawks"
"177",203501,84.5680540259111,57.6939742581566,26.8740797677545,"Tim                       Hardaway Jr.","Atlanta Hawks"
"178",201973,115.8755850806,95.4409253332291,20.4346597473705,"Jonas Jerebko","Boston Celtics"
"179",203118,99.0286996802402,231.899182805579,-132.870483125339,"Mike Scott","Atlanta Hawks"
"180",1889,123.866163005438,238.531630394737,-114.665467389299,"Andre Miller","San Antonio Spurs"
"181",202389,45.1518347172747,195.473606576893,-150.321771859619,"Timofey Mozgov","Cleveland Cavaliers"
"182",201229,109.240691997944,519.833623530787,-410.592931532843,"Anthony Tolliver","Detroit Pistons"
"183",101112,32.3075109165957,53.8611201346898,-21.5536092180942,"Channing Frye","Cleveland Cavaliers"
"184",201975,73.5600108084154,173.885460244698,-100.325449436282,"Jodie Meeks","Detroit Pistons"
"185",203915,126.248550519845,249.797708892159,-123.549158372314,"Spencer Dinwiddie","Detroit Pistons"
"186",203895,55.6146250914016,56.4993733937833,-0.884748302381723,"Jordan McRae","Cleveland Cavaliers"
"187",2592,35.316877838619,257.590237125724,-222.273359287105,"James Jones","Cleveland Cavaliers"
"188",2563,134.788165252841,0,134.788165252841,"Dahntay Jones","Cleveland Cavaliers"
"189",200826,138.490201947151,96.0318573773005,42.4583445698504,"J.J. Barea","Dallas Mavericks"
"190",101135,71.6289987734273,105.77253848136,-34.1435397079332,"David Lee","Dallas Mavericks"
